Date,Coin,Price_USD,Volume_24h,Market_Cap,Sentiment_Score,Social_Mentions,Volatility_Index
2025-03-29,Cardano,0.1083,487452.75,31021356.4,0.36,31796,0.0629
2025-03-30,Cardano,0.1117,427524.72,13752026.51,0.05,34809,0.0559
2025-03-31,Cardano,0.1115,450762.06,19467057.23,0.08,18591,0.0571
2025-04-01,Cardano,0.1112,343978.26,36058628.08,-0.35,43640,0.0294
2025-04-02,Cardano,0.1117,524818.66,49887409.46,0.57,37389,0.0747
2025-04-03,Cardano,0.1259,541472.71,57056851.65,0.87,4352,0.0176
2025-04-04,Cardano,0.1373,600569.11,17565694.21,1.0,19062,0.0616
2025-04-05,Cardano,0.1326,489683.5,35497994.51,-0.02,29172,0.0614
2025-04-06,Cardano,0.1397,309974.88,46559758.18,0.99,11937,0.0923
2025-04-07,Cardano,0.1434,163843.7,22776826.83,0.79,29121,0.0574
2025-04-08,Cardano,0.1434,680135.07,58248899.2,0.25,15602,0.0223
2025-04-09,Cardano,0.137,458336.77,54501074.79,0.49,42740,0.0615
2025-04-10,Cardano,0.1403,307557.72,64712847.93,0.04,24136,0.0182
2025-04-11,Cardano,0.1383,220747.84,14295968.35,-0.1,1945,0.0283
2025-04-12,Cardano,0.1358,586313.26,25346668.57,-0.53,20812,0.0128
2025-04-13,Cardano,0.1307,568070.66,56319078.65,0.08,8973,0.0562
2025-04-14,Cardano,0.1374,584941.64,50585399.28,0.69,24552,0.0176
2025-04-15,Cardano,0.1322,473454.83,60532608.44,0.32,15118,0.0522
2025-04-16,Cardano,0.1273,313758.96,15645772.99,-0.49,12290,0.094
2025-04-17,Cardano,0.1324,293467.3,44860053.72,0.28,26123,0.0748
2025-04-18,Cardano,0.1316,136094.06,43111707.68,-0.3,17383,0.017
2025-04-19,Cardano,0.131,567594.36,14963644.81,0.34,11366,0.0302
2025-04-20,Cardano,0.1378,186052.28,42098773.05,-0.03,2797,0.0706
2025-04-21,Cardano,0.147,518011.21,50552214.37,1.0,27456,0.0905
2025-04-22,Cardano,0.1315,396763.02,23219020.16,-0.73,45016,0.013
2025-04-23,Cardano,0.1308,406439.2,27385679.09,-0.15,22427,0.0831
2025-04-24,Cardano,0.1217,572966.1,43352874.85,0.26,3257,0.0606
2025-04-25,Cardano,0.1195,134609.43,34334135.38,0.0,3197,0.0591
2025-04-26,Cardano,0.1196,489496.64,52997174.32,-0.47,9222,0.0962
2025-04-27,Cardano,0.1176,142055.17,27859700.93,0.06,26187,0.0773
2025-04-28,Cardano,0.1117,128706.9,23077158.09,-0.64,15152,0.0865
2025-04-29,Cardano,0.1058,287615.16,52244324.97,0.52,21781,0.0419
2025-04-30,Cardano,0.1097,137408.3,50962101.79,0.45,36680,0.0599
2025-05-01,Cardano,0.1183,491534.77,13196885.12,0.22,12004,0.0654
2025-05-02,Cardano,0.1062,331127.0,43356440.5,-0.28,42642,0.0389
2025-05-03,Cardano,0.1046,116701.42,15070155.96,-0.48,26515,0.0613
2025-05-04,Cardano,0.1085,126063.09,12041500.29,0.73,16416,0.0313
2025-05-05,Cardano,0.1084,374120.03,22711502.48,0.7,7152,0.0229
2025-05-06,Cardano,0.1025,432965.98,21291220.46,0.36,8172,0.0437
2025-05-07,Cardano,0.1001,275517.66,42834603.14,-0.17,4185,0.0765
2025-05-08,Cardano,0.1018,327489.08,39102111.18,0.0,26352,0.0925
2025-05-09,Cardano,0.1003,421176.83,49410439.96,-0.53,31743,0.0512
2025-05-10,Cardano,0.1002,344740.02,38520581.09,0.34,32212,0.0679
2025-05-11,Cardano,0.1002,190208.66,26773091.37,0.2,27618,0.0193
2025-05-12,Cardano,0.0976,337056.08,37059392.63,-0.03,10161,0.0914
2025-05-13,Cardano,0.1017,357350.28,50837412.44,0.89,49533,0.0612
2025-05-14,Cardano,0.0994,391249.71,38172194.73,-0.4,18467,0.0802
2025-05-15,Cardano,0.0945,329171.92,38239403.39,-0.73,22589,0.0815
2025-05-16,Cardano,0.1051,512684.64,49970097.97,0.16,38630,0.0331
2025-05-17,Cardano,0.1048,187538.78,15247148.91,-0.22,4070,0.0576
2025-05-18,Cardano,0.0913,438626.12,34867752.57,-1.0,45708,0.0964
2025-05-19,Cardano,0.0971,306243.12,42762572.67,0.47,9563,0.0181
2025-05-20,Cardano,0.1033,380918.46,49760506.67,0.23,26254,0.0715
2025-05-21,Cardano,0.1058,147829.56,19499964.2,-0.15,48699,0.0966
2025-05-22,Cardano,0.1092,275437.88,32931895.12,0.64,17585,0.0371
2025-05-23,Cardano,0.1211,493797.08,45076973.21,0.31,31297,0.0875
2025-05-24,Cardano,0.1154,441685.74,22961842.85,0.16,15772,0.094
2025-05-25,Cardano,0.1163,134947.05,39556437.34,-0.01,15455,0.0772
2025-05-26,Cardano,0.1278,407364.56,25956703.16,0.66,7299,0.0308
2025-05-27,Cardano,0.1419,192032.06,33121394.55,1.0,11188,0.0401
2025-05-28,Cardano,0.1395,695002.97,38576479.11,-0.54,46454,0.0132
2025-05-29,Cardano,0.1536,704988.18,47879494.98,0.66,47779,0.0848
2025-05-30,Cardano,0.1599,173424.43,44742080.22,0.82,25763,0.0865
2025-05-31,Cardano,0.1721,762995.05,51148217.61,0.64,33517,0.0669
2025-06-01,Cardano,0.1788,836608.47,39245970.75,0.06,22555,0.0417
2025-06-02,Cardano,0.1818,438803.66,29733395.59,0.1,30323,0.0169
2025-06-03,Cardano,0.202,783437.43,24028334.58,0.94,18938,0.0778
2025-06-04,Cardano,0.1969,545054.31,35122281.26,0.53,22983,0.0754
2025-06-05,Cardano,0.2158,781419.95,71815513.65,0.03,13874,0.0921
2025-06-06,Cardano,0.2383,562590.74,98745005.18,0.11,25805,0.0757
2025-06-07,Cardano,0.2547,583400.82,42718617.81,0.27,47209,0.0846
2025-06-08,Cardano,0.2541,685427.08,36439976.69,-0.21,33822,0.0771
2025-06-09,Cardano,0.2574,407330.82,102900641.8,-0.09,21750,0.0668
2025-06-10,Cardano,0.2413,1043440.9,53580060.44,-0.53,37799,0.0484
2025-06-11,Cardano,0.2361,565324.28,113452346.44,-0.35,43083,0.0912
2025-06-12,Cardano,0.2436,633574.74,93973379.09,-0.17,28946,0.0686
2025-06-13,Cardano,0.2265,1036471.9,52252001.86,0.36,2552,0.0459
2025-06-14,Cardano,0.2233,667014.89,48201388.38,-0.38,31049,0.0175
2025-06-15,Cardano,0.2453,779275.23,75910736.16,0.26,8795,0.0362
2025-06-16,Cardano,0.2436,1175792.38,32076783.5,-0.21,6271,0.0589
2025-06-17,Cardano,0.2565,1166156.63,37719578.63,0.98,15665,0.0348
2025-06-18,Cardano,0.264,442946.24,44969515.3,0.63,1115,0.0299
2025-06-19,Cardano,0.2602,752711.41,106651701.9,0.45,37381,0.0575
2025-06-20,Cardano,0.2584,1262523.82,78964307.6,-0.4,29994,0.0253
2025-06-21,Cardano,0.2609,649386.89,27187988.04,0.63,28186,0.082
2025-06-22,Cardano,0.2344,582697.35,86575596.88,-0.48,31267,0.0536
2025-06-23,Cardano,0.2457,437367.1,66208967.6,0.08,40140,0.0616
2025-06-24,Cardano,0.2445,356288.46,74407279.68,0.22,49898,0.0233
2025-06-25,Cardano,0.2567,1016981.04,47661833.6,0.82,25935,0.0392
2025-06-26,Cardano,0.262,1068887.11,84018538.48,0.61,32748,0.0469
2025-06-27,Cardano,0.2601,1268295.04,127884526.17,0.62,25603,0.0827
2025-06-28,Cardano,0.2629,1076375.02,34018134.68,0.76,4837,0.0793
2025-06-29,Cardano,0.2658,524612.36,56774754.38,-0.14,37301,0.0301
2025-06-30,Cardano,0.2857,331577.64,56345272.95,0.43,10610,0.0655
2025-07-01,Cardano,0.2869,1417831.26,57215267.06,-0.46,29615,0.0319
2025-07-02,Cardano,0.2913,688062.91,73264292.45,0.72,12108,0.0989
2025-07-03,Cardano,0.2732,614211.47,116739946.24,-0.61,39599,0.0957
2025-07-04,Cardano,0.2729,1261702.5,126923751.38,0.61,23347,0.0607
2025-07-05,Cardano,0.293,978686.53,52996871.05,0.3,35062,0.0729
2025-07-06,Cardano,0.2996,557026.78,95014355.96,0.09,49431,0.0821
2025-07-07,Cardano,0.2837,1292500.29,100633918.26,-0.71,8550,0.0749
2025-07-08,Cardano,0.2701,1343523.04,83400405.76,-0.31,29205,0.073
2025-07-09,Cardano,0.2604,350676.56,71251806.71,0.47,19459,0.0963
2025-07-10,Cardano,0.2737,1217557.33,48382084.02,-0.21,47598,0.0637
2025-07-11,Cardano,0.2859,732589.26,84433773.16,0.25,46799,0.0673
2025-07-12,Cardano,0.2368,733319.71,61693019.67,-1.0,24750,0.0864
2025-07-13,Cardano,0.2361,1100104.76,98747720.92,-0.03,45637,0.0703
2025-07-14,Cardano,0.2381,1165099.08,96531762.93,-0.23,28729,0.076
2025-07-15,Cardano,0.2269,464787.88,34847815.37,-0.41,39585,0.0311
2025-07-16,Cardano,0.2227,412255.64,30151487.04,0.55,19162,0.0434
2025-07-17,Cardano,0.2377,314272.97,110123525.06,0.4,46635,0.0233
2025-07-18,Cardano,0.2428,788452.42,76291898.4,-0.04,45854,0.0555
2025-07-19,Cardano,0.237,249884.52,105014296.11,0.15,11690,0.051
2025-07-20,Cardano,0.235,622199.45,28966906.17,-0.36,30104,0.0997
2025-07-21,Cardano,0.2326,300828.78,72235557.02,-0.21,17757,0.065
2025-07-22,Cardano,0.2361,618727.87,74545324.61,0.29,15770,0.0808
2025-07-23,Cardano,0.2194,254484.2,97490422.88,-0.54,48097,0.0401
2025-07-24,Cardano,0.2123,921589.56,29519779.75,0.22,11457,0.0848
2025-07-25,Cardano,0.2235,411022.52,43847525.7,0.4,43802,0.0654
2025-07-26,Cardano,0.2229,515669.02,58542516.47,0.49,18957,0.0727
2025-07-27,Cardano,0.2137,957286.95,95369170.88,0.53,30619,0.0365
2025-07-28,Cardano,0.2052,817915.62,97605075.29,-0.55,21828,0.0594
2025-07-29,Cardano,0.2128,399335.53,105804585.92,0.12,18171,0.0671
2025-07-30,Cardano,0.2076,267241.11,100387324.98,-0.21,35313,0.063
2025-07-31,Cardano,0.2131,822984.36,21812341.63,-0.17,47127,0.0924
2025-08-01,Cardano,0.2066,529463.85,24602025.34,0.4,14146,0.0908
2025-08-02,Cardano,0.1951,793068.19,31033906.82,0.21,47266,0.0974
2025-08-03,Cardano,0.1977,549865.38,47360277.21,0.2,46939,0.0701
2025-08-04,Cardano,0.1969,469517.58,85073565.63,0.18,15202,0.0975
2025-08-05,Cardano,0.2039,571869.52,93189561.64,-0.25,38142,0.0849
2025-08-06,Cardano,0.2131,851191.74,37236642.17,0.45,22831,0.0344
2025-08-07,Cardano,0.2095,965578.57,72879212.29,0.44,10849,0.0485
2025-08-08,Cardano,0.2134,255843.57,99631335.0,0.34,21439,0.0315
2025-08-09,Cardano,0.2094,648500.9,59791857.66,-0.25,17990,0.0104
2025-08-10,Cardano,0.2163,244685.14,30585581.21,0.53,14336,0.0269
2025-08-11,Cardano,0.219,629381.77,62009895.84,0.03,36344,0.0104
2025-08-12,Cardano,0.2124,964566.06,53169175.96,0.06,23953,0.0748
2025-08-13,Cardano,0.2051,501759.06,67902470.12,-0.04,6051,0.0483
2025-08-14,Cardano,0.2081,984104.32,57314198.67,0.07,11068,0.0381
2025-08-15,Cardano,0.2204,776214.84,23565282.65,0.73,17967,0.0786
2025-08-16,Cardano,0.2305,1091858.48,114703656.68,0.88,22773,0.0849
2025-08-17,Cardano,0.2199,885806.51,69792137.14,-0.72,44769,0.0978
2025-08-18,Cardano,0.2109,298136.22,61041050.58,0.51,32014,0.0678
2025-08-19,Cardano,0.2038,392263.44,98207629.87,-0.0,9847,0.0515
2025-08-20,Cardano,0.1979,510026.8,32134299.7,0.27,5881,0.0375
2025-08-21,Cardano,0.1802,302742.28,31652847.88,0.16,42182,0.03
2025-08-22,Cardano,0.1875,558548.65,79331923.84,0.31,8699,0.0292
2025-08-23,Cardano,0.1834,529106.98,37468287.04,0.48,25180,0.0468
2025-08-24,Cardano,0.1878,906089.51,78813382.78,-0.15,49813,0.0993
2025-08-25,Cardano,0.185,505991.82,38596009.02,-0.37,38891,0.0101
2025-08-26,Cardano,0.185,766300.44,20954151.24,0.35,49979,0.0277
2025-08-27,Cardano,0.1788,852608.12,54866783.56,0.46,4550,0.027
2025-08-28,Cardano,0.1788,805834.88,31939580.8,0.66,23163,0.0745
2025-08-29,Cardano,0.1712,314003.92,68997170.3,0.12,44402,0.0417
2025-08-30,Cardano,0.1711,510710.72,61008977.34,0.18,30675,0.0512
2025-08-31,Cardano,0.1838,439419.21,86275595.7,0.3,45945,0.0234
2025-09-01,Cardano,0.1888,490646.88,77991187.79,0.91,33934,0.0464
2025-09-02,Cardano,0.1917,468334.78,33029650.78,-0.01,27592,0.0193
2025-09-03,Cardano,0.1792,771662.49,75287851.08,0.14,42077,0.058
2025-09-04,Cardano,0.1845,518157.47,65807507.92,0.34,24039,0.0188
2025-09-05,Cardano,0.1908,590502.99,70136703.06,0.46,43769,0.0811
2025-09-06,Cardano,0.1936,954192.49,83791580.61,0.08,24726,0.061
2025-09-07,Cardano,0.1958,242805.26,64529738.77,0.81,35974,0.0752
2025-09-08,Cardano,0.1946,574565.16,55747193.79,0.21,35018,0.0477
2025-09-09,Cardano,0.2012,824008.92,71343368.56,0.89,5558,0.0443
2025-09-10,Cardano,0.2154,345664.18,47215159.18,-0.14,33174,0.0188
2025-09-11,Cardano,0.2192,755355.75,37928351.18,0.33,31405,0.0571
2025-09-12,Cardano,0.2088,408721.62,72363364.88,0.19,43631,0.0563
2025-09-13,Cardano,0.1996,892242.58,38635093.02,0.25,3151,0.0521
2025-09-14,Cardano,0.2071,478005.51,27326517.32,0.86,38845,0.0766
2025-09-15,Cardano,0.1973,457002.76,19774012.34,-0.73,16552,0.0849
2025-09-16,Cardano,0.1995,676802.71,68488220.83,-0.44,36065,0.0776
2025-09-17,Cardano,0.1962,340323.42,48050367.19,0.03,42996,0.0229
2025-09-18,Cardano,0.1859,397769.12,74536702.58,-0.72,3614,0.066
2025-09-19,Cardano,0.1938,516864.96,48472297.14,0.98,35647,0.0172
2025-09-20,Cardano,0.2009,485030.6,59138801.28,-0.03,1620,0.0725
2025-09-21,Cardano,0.1875,581043.24,49271648.62,-0.22,24082,0.0444
2025-09-22,Cardano,0.1922,653077.96,69222899.91,-0.3,22891,0.0219
2025-09-23,Cardano,0.1956,638883.85,47418630.33,0.27,42030,0.0876
2025-09-24,Cardano,0.204,737661.83,99024711.29,0.21,33314,0.0653
2025-09-25,Cardano,0.2059,459287.18,97675047.83,-0.4,24500,0.0419
2025-09-26,Cardano,0.2208,332397.87,96959805.83,0.3,35693,0.0128
2025-09-27,Cardano,0.2196,887819.18,102790589.46,-0.02,29018,0.0584
2025-09-28,Cardano,0.2168,954657.92,60633278.93,0.72,20567,0.0931
2025-09-29,Cardano,0.2065,418712.71,64947604.8,-0.47,26978,0.0637
2025-09-30,Cardano,0.197,517863.43,78188215.4,-0.02,11553,0.0974
2025-10-01,Cardano,0.1871,560327.75,70822017.42,0.53,10630,0.0223
2025-10-02,Cardano,0.1894,593334.16,86401172.25,0.59,13003,0.0611
2025-10-03,Cardano,0.187,680316.9,72283500.52,0.73,42444,0.0818
2025-10-04,Cardano,0.1903,221949.82,94981041.36,0.85,21648,0.0573
2025-10-05,Cardano,0.179,695458.42,42845673.3,-0.16,32607,0.0182
2025-10-06,Cardano,0.1715,214001.09,74289819.26,0.2,38666,0.0625
2025-10-07,Cardano,0.1642,471717.3,62233447.59,-0.57,25821,0.0651
2025-10-08,Cardano,0.1822,785203.33,68590477.04,0.62,15601,0.0756
2025-10-09,Cardano,0.1808,507191.85,41650419.71,0.52,46904,0.0785
2025-10-10,Cardano,0.1804,287994.0,74731838.71,0.15,48346,0.0794
2025-10-11,Cardano,0.1799,888673.77,82775788.01,0.4,7121,0.0697
2025-10-12,Cardano,0.194,884246.13,36365966.21,0.86,39557,0.0294
2025-10-13,Cardano,0.1786,729532.68,62537455.2,-0.57,17310,0.0464
2025-10-14,Cardano,0.1782,471580.48,45776710.09,0.63,23098,0.0799
2025-10-15,Cardano,0.1639,284496.83,81284081.86,-0.3,46902,0.0958
2025-10-16,Cardano,0.1446,689091.58,42154426.95,-0.82,24531,0.0171
2025-10-17,Cardano,0.1394,436338.71,26677229.99,0.45,40253,0.0582
2025-10-18,Cardano,0.1424,628098.94,36001917.51,0.15,10980,0.0381
2025-10-19,Cardano,0.1369,324243.54,49496069.94,0.28,37393,0.0303
2025-10-20,Cardano,0.1398,327179.02,18228554.96,0.32,45280,0.0555
2025-10-21,Cardano,0.1406,695040.85,48018515.83,0.03,9951,0.0645
2025-10-22,Cardano,0.1398,431602.07,66053021.31,0.52,9117,0.0109
2025-10-23,Cardano,0.1488,232509.87,65484566.38,0.58,26979,0.0802
2025-10-24,Cardano,0.1445,271461.39,18360815.04,-0.14,9989,0.0838
2025-10-25,Cardano,0.1474,431522.12,73304792.77,-0.26,17915,0.0969
2025-10-26,Cardano,0.1342,157055.27,50946113.91,0.22,30535,0.0263
2025-10-27,Cardano,0.135,384899.24,22270737.87,-0.42,33124,0.0635
2025-10-28,Cardano,0.1334,357065.02,14007158.95,0.56,45376,0.0484
2025-10-29,Cardano,0.1257,517506.71,21180308.13,-0.32,34366,0.0401
2025-10-30,Cardano,0.1283,310503.31,55853660.22,0.44,8428,0.0609
2025-10-31,Cardano,0.1237,609898.13,13441441.05,0.52,25881,0.0804
2025-11-01,Cardano,0.1345,231830.96,26001932.92,0.14,5904,0.0121
2025-11-02,Cardano,0.1183,397975.92,47668218.83,-0.37,36677,0.0972
2025-11-03,Cardano,0.1199,162910.38,40097547.81,0.56,47319,0.0829
2025-11-04,Cardano,0.1203,473313.08,49682407.98,0.5,9922,0.0776
2025-11-05,Cardano,0.1187,591010.25,47297321.88,0.12,32160,0.0784
2025-11-06,Cardano,0.1157,494702.94,13909177.38,0.18,3025,0.045
2025-11-07,Cardano,0.1162,374460.51,53099606.17,0.51,14220,0.0776
2025-11-08,Cardano,0.1225,359957.3,23370277.38,0.86,46958,0.0448
2025-11-09,Cardano,0.1124,487654.89,36107597.32,0.08,3766,0.0909
2025-11-10,Cardano,0.1079,512075.66,38613255.24,-0.24,19482,0.026
2025-11-11,Cardano,0.1024,507496.09,17144210.99,0.54,34159,0.0363
2025-11-12,Cardano,0.0969,250516.99,47513243.58,-0.2,11935,0.0596
2025-11-13,Cardano,0.0986,489543.86,29120366.6,-0.38,4784,0.0387
2025-11-14,Cardano,0.1016,165017.45,12506314.59,0.12,24050,0.0482
2025-11-15,Cardano,0.1071,215809.66,50883274.7,-0.06,21221,0.0543
2025-11-16,Cardano,0.1105,149835.54,36960674.5,-0.19,30179,0.0871
2025-11-17,Cardano,0.1144,238735.27,43432847.09,0.04,19069,0.0571
2025-11-18,Cardano,0.1064,433370.15,33001832.81,-0.78,36682,0.0426
2025-11-19,Cardano,0.1144,504851.93,49652729.84,0.77,26994,0.0323
2025-11-20,Cardano,0.1133,466496.25,12837169.9,-0.45,47011,0.0468
2025-11-21,Cardano,0.1193,420504.2,24740522.73,0.03,29767,0.0564
2025-11-22,Cardano,0.1112,339892.46,32017509.68,-0.72,13282,0.0772
2025-11-23,Cardano,0.11,421810.12,14369885.81,-0.47,21110,0.0209
2025-11-24,Cardano,0.1153,295529.84,44083045.24,0.09,46733,0.0299
2025-11-25,Cardano,0.1156,504478.89,29754615.45,0.26,32232,0.0442
2025-11-26,Cardano,0.1113,412882.56,23274676.85,0.57,45273,0.0424
2025-11-27,Cardano,0.1187,450125.56,12033311.82,0.97,5951,0.0453
2025-11-28,Cardano,0.1119,351763.49,43406956.9,0.35,8655,0.0814
2025-11-29,Cardano,0.1119,508086.66,48507310.59,-0.27,30461,0.0392
2025-11-30,Cardano,0.1156,232099.76,29822581.71,0.01,5610,0.0552
2025-12-01,Cardano,0.1278,322670.83,41626454.44,0.13,32617,0.0662
2025-12-02,Cardano,0.125,513861.62,23886206.41,0.4,18468,0.0309
2025-12-03,Cardano,0.1234,366641.26,43054071.69,-0.47,8583,0.0747
2025-12-04,Cardano,0.1208,550406.13,12665053.57,0.12,26583,0.0592
2025-12-05,Cardano,0.1223,291871.53,36148452.59,-0.11,18701,0.0502
2025-12-06,Cardano,0.1261,312306.61,45091664.13,-0.03,7880,0.0829
2025-12-07,Cardano,0.1331,606189.35,62186981.52,1.0,36117,0.0319
2025-12-08,Cardano,0.1382,395040.55,34912319.38,0.68,24721,0.0895
2025-12-09,Cardano,0.1349,413547.98,54799163.21,0.47,40976,0.0605
2025-12-10,Cardano,0.1406,327678.97,47664122.25,0.45,27854,0.0648
2025-12-11,Cardano,0.1414,297789.96,66550672.29,0.66,47488,0.0888
2025-12-12,Cardano,0.1468,531841.65,38063330.25,0.53,7881,0.0836
2025-12-13,Cardano,0.1528,226044.27,34782746.32,0.94,4722,0.0641
2025-12-14,Cardano,0.1654,747150.47,75235700.21,0.28,21077,0.0778
2025-12-15,Cardano,0.1626,669550.54,19467415.44,0.19,16332,0.049
2025-12-16,Cardano,0.1584,279195.25,24475868.45,0.27,40992,0.0593
2025-12-17,Cardano,0.1621,611964.52,21548243.82,0.13,14229,0.0156
2025-12-18,Cardano,0.1718,585955.44,75121862.14,0.94,8802,0.0181
2025-12-19,Cardano,0.1725,299791.38,17979644.98,0.79,23101,0.0846
2025-12-20,Cardano,0.1834,383844.88,81556011.47,0.46,12439,0.0154
2025-12-21,Cardano,0.1899,500625.49,53274616.51,0.19,36902,0.0252
2025-12-22,Cardano,0.1882,714596.26,19123192.38,0.07,3598,0.0816
2025-12-23,Cardano,0.1937,688550.56,50487097.06,0.75,27761,0.0101
2025-12-24,Cardano,0.1897,593476.87,33139816.68,0.24,5052,0.0354
2025-12-25,Cardano,0.1921,782652.47,67198017.76,-0.38,13741,0.0626
2025-12-26,Cardano,0.182,733815.01,67660669.94,-0.06,4824,0.0636
2025-12-27,Cardano,0.1816,630311.4,53565377.96,-0.49,37288,0.0799
2025-12-28,Cardano,0.1908,791547.19,22175710.0,0.77,2249,0.0555
2025-12-29,Cardano,0.1983,463527.77,71888104.59,0.12,23970,0.0558
2025-12-30,Cardano,0.2047,926238.69,89413391.45,0.27,16565,0.0753
2024-01-01,Polkadot,7.0,27549948.26,1902025770.01,0.09,38165,0.0277
2024-01-02,Polkadot,7.8722,32243825.26,3351114281.46,0.66,39439,0.0896
2024-01-03,Polkadot,7.8677,32562134.01,2010472907.75,0.58,19157,0.0461
2024-01-04,Polkadot,7.7912,14901972.31,3431024982.88,-0.05,23006,0.0849
2024-01-05,Polkadot,8.1363,14402368.62,2885549086.33,-0.2,10190,0.0704
2024-01-06,Polkadot,8.0005,26882080.0,1251427482.89,-0.5,41180,0.0258
2024-01-07,Polkadot,8.0426,31883780.52,2894266360.6,-0.42,19449,0.0926
2024-01-08,Polkadot,8.6175,19618148.22,1521308349.81,0.39,42357,0.0321
2024-01-09,Polkadot,8.6344,12250605.84,2286110887.72,0.44,30678,0.032
2024-01-10,Polkadot,7.9112,30592585.75,1330020875.16,-0.65,15929,0.0833
2024-01-11,Polkadot,8.0644,17732002.54,877462158.01,0.44,40100,0.0195
2024-01-12,Polkadot,7.7917,12976752.98,1439559110.17,0.22,49747,0.03
2024-01-13,Polkadot,8.1366,12944509.61,2559365864.54,0.05,8913,0.0553
2024-01-14,Polkadot,8.428,19044216.83,2466236542.55,0.46,10995,0.0847
2024-01-15,Polkadot,9.0565,30526752.9,2722364217.87,0.76,27727,0.0233
2024-01-16,Polkadot,9.4765,23062041.54,1886527487.25,0.34,2946,0.0593
2024-01-17,Polkadot,10.0025,10829222.04,3741594252.66,0.22,37183,0.074
2024-01-18,Polkadot,9.6779,13429390.89,3694108706.21,0.14,2394,0.0875
2024-01-19,Polkadot,10.0766,21785806.44,2450506900.91,0.98,48852,0.0942
2024-01-20,Polkadot,11.0785,40312554.03,5012655890.43,0.55,3421,0.0806
2024-01-21,Polkadot,10.7081,14927728.79,3829313888.64,-0.16,21303,0.0688
2024-01-22,Polkadot,11.6824,37881639.8,4500240364.26,0.56,41113,0.049
2024-01-23,Polkadot,11.3732,16827124.42,2399014158.95,-0.53,20467,0.0201
2024-01-24,Polkadot,10.9001,20126573.38,1092674607.24,0.01,41798,0.0739
2024-01-25,Polkadot,11.0724,18698576.33,4939958018.2,0.01,25504,0.0993
2024-01-26,Polkadot,11.4798,14566915.78,4924497331.0,-0.16,11980,0.0763
2024-01-27,Polkadot,12.0146,44277786.18,1793506550.08,0.34,2844,0.0115
2024-01-28,Polkadot,11.4489,32670725.41,2858125329.4,-0.73,35572,0.0547
2024-01-29,Polkadot,11.7091,50632619.91,4268382585.64,0.14,42849,0.0653
2024-01-30,Polkadot,11.3194,15796996.71,4084556146.14,-0.53,19887,0.0721
2024-01-31,Polkadot,10.4881,16559949.38,4658173611.21,-0.84,19277,0.0748
2024-02-01,Polkadot,10.0115,22283966.87,1562872127.47,0.34,38112,0.0602
2024-02-02,Polkadot,9.6457,39194774.45,2623385898.71,0.51,23975,0.0301
2024-02-03,Polkadot,9.9069,22023294.5,1375961171.44,-0.09,20449,0.0948
2024-02-04,Polkadot,10.4875,27620679.24,2683103471.72,0.49,45601,0.0727
2024-02-05,Polkadot,9.7255,21458437.51,1031318849.59,-0.5,20459,0.0313
2024-02-06,Polkadot,9.9064,13085276.07,4550080184.27,0.23,2259,0.039
2024-02-07,Polkadot,9.3334,44405942.47,2900991728.99,-0.22,19604,0.093
2024-02-08,Polkadot,9.6363,30779944.56,4239223500.42,0.01,14859,0.0899
2024-02-09,Polkadot,9.3459,38798046.83,1158538504.87,0.26,44798,0.0465
2024-02-10,Polkadot,8.864,32206670.31,1692873439.83,-0.59,26362,0.0134
2024-02-11,Polkadot,9.2273,28207904.63,1880073520.1,-0.23,28943,0.0144
2024-02-12,Polkadot,8.9657,12181822.86,2283355750.7,0.36,22319,0.0356
2024-02-13,Polkadot,8.833,31542171.16,3720000385.82,0.29,36215,0.0666
2024-02-14,Polkadot,7.8614,12747117.5,2001694967.39,-0.4,36897,0.0626
2024-02-15,Polkadot,8.2413,21901589.34,1498778921.3,0.35,8697,0.067
2024-02-16,Polkadot,8.5878,30198712.98,1082033698.71,0.36,24075,0.0746
2024-02-17,Polkadot,8.5988,35503582.36,1133288971.57,0.07,32360,0.0117
2024-02-18,Polkadot,7.9506,29736677.6,3212192192.33,-0.37,29160,0.0195
2024-02-19,Polkadot,8.4393,31108429.44,2345463202.17,0.46,29735,0.0424
2024-02-20,Polkadot,8.1666,13035287.41,3188835967.29,0.03,32293,0.0239
2024-02-21,Polkadot,7.9897,19051452.57,2979462094.29,0.29,4949,0.0168
2024-02-22,Polkadot,8.9213,10452597.52,1375168980.32,1.0,11659,0.0677
2024-02-23,Polkadot,8.6163,33413309.79,1354099963.54,-0.18,9010,0.0834
2024-02-24,Polkadot,8.9447,43027068.18,3596991825.25,0.23,27769,0.0777
2024-02-25,Polkadot,9.205,18929603.78,3576221043.98,0.13,24823,0.0835
2024-02-26,Polkadot,9.3938,12689036.43,2359840965.17,0.3,17400,0.0699
2024-02-27,Polkadot,9.5357,27675152.26,1248874682.18,0.16,41727,0.0762
2024-02-28,Polkadot,9.7246,43049008.08,1019524529.75,0.76,40009,0.0345
2024-02-29,Polkadot,9.8666,31651035.09,2123911790.41,0.48,15787,0.0994
2024-03-01,Polkadot,9.8509,11694033.43,1021424301.61,0.66,8906,0.0265
2024-03-02,Polkadot,10.6051,51934001.87,2036482701.96,0.8,46953,0.0293
2024-03-03,Polkadot,9.9196,42799266.82,2656482010.69,0.44,14303,0.036
2024-03-04,Polkadot,10.4362,15929541.62,1550465074.7,0.59,2266,0.0978
